,Unnamed: 0,level_0,index,ID,Brightness,Colorfulness,Entropy,UniqueColors,Keypoints,Color1R,Color1G,Color1B,Color2R,Color2G,Color2B,Image URL,Title,Author,Sales Rank,Date,Review Score
6030,6030,6030,6759,0618225692,0.61821795,91.05345705333599,7.4772677,60467,0.02249099099099099,29,179,135,221,225,234,http://ecx.images-amazon.com/images/I/51OB0BKWu3L.jpg,"Houghton Mifflin Reading: Student Anthology, Grade 1.2 - Let's Be Friends",HOUGHTON MIFFLIN,317907.0,"January 1, 2004",4.45
456,456,456,505,1590319761,0.66874784,79.71734673777237,7.0608397,71737,0.019850515463917525,206,227,246,237,85,68,http://ecx.images-amazon.com/images/I/51aN8TxrP6L.jpg,The U.S. Lawyer-Presidents Coloring and Activity Book (Aba Journal),Jenny B. Davis,1430275.0,"August 12, 2008",0.0
6631,6631,6631,7430,0736427996,0.63411045,45.07838672211554,6.974634,66543,0.012348837209302323,145,164,196,240,228,216,http://ecx.images-amazon.com/images/I/51THb9HlzrL.jpg,"Monsters, Inc. Little Golden Book (Disney/Pixar Monsters, Inc.)",RH Disney,9568.0,"November 13, 2012",4.65
7768,7768,7768,8713,0805094075,0.7154997,55.35874275959569,6.7506460000000015,84640,0.02396915167095116,244,232,190,195,163,121,http://ecx.images-amazon.com/images/I/51J-Uzi%2BL8L.jpg,Papa Is a Poet: A Story About Robert Frost,Natalie S. Bober,153156.0,"October 15, 2013",4.89
9978,9978,9979,11176,0794421806,0.55899274,99.3089642872706,7.8478765,150399,0.041237864077669904,213,222,248,225,232,60,http://ecx.images-amazon.com/images/I/61zMINjKP4L.jpg,"Fisher-Price Little People Lift-the-Flap Cars, Trucks, Planes and Trains",Fisher-Price(TM),380998.0,"June 28, 2011",4.53
9496,9496,9496,10644,0486468135,0.68144405,76.17077171705327,6.701079400000001,61520,0.02506382978723404,234,195,218,205,58,145,http://ecx.images-amazon.com/images/I/515CzHxZUYL.jpg,How to Draw Princesses and Other Fairy Tale Pictures (Dover How to Draw),Barbara Soloff Levy,29587.0,"September 3, 2008",4.49
455,455,455,504,0152051252,0.41643247,28.775995428662572,6.95205,52509,0.02049855072463768,90,85,77,77,90,80,http://ecx.images-amazon.com/images/I/51fUdAHjnQL.jpg,Heir Apparent,Vivian Vande Velde,273496.0,"June 1, 2004",4.49
3787,3787,3787,4244,0670035149,0.4007234000000001,94.18387945345758,7.2085714,87773,0.01657142857142857,180,45,51,165,61,45,http://ecx.images-amazon.com/images/I/51lQf8cb5SL.jpg,Corduroy Goes to School,Don Freeman,285143.0,"July 22, 2002",4.7
10020,10020,10021,11221,080506902X,0.6836168,87.08331761522476,7.220789,46763,0.025541899441340783,222,233,249,100,150,246,http://ecx.images-amazon.com/images/I/517U2O5ej7L.jpg,"Oso polar, oso polar, Â¿quÃ© es ese ruido? (Brown Bear and Friends) (Spanish Edition)",Bill Martin,53372.0,"September 1, 2002",4.67
8189,8189,8189,9174,0395674026,0.5907234,62.86763625484657,7.1211660000000006,136652,0.03414498933901919,124,190,174,199,151,102,http://ecx.images-amazon.com/images/I/61lxHfBsZrL.jpg,Ananse's Feast: An Ashanti Tale,Tololwa M. Mollel,419572.0,"April 17, 1997",2.5
7437,7437,7437,8350,0486448118,0.71740913,43.84705272815678,6.89974,81809,0.03603846153846154,250,246,221,121,101,52,http://ecx.images-amazon.com/images/I/51wH9H45PiL.jpg,America the Beautiful to Paint or Color (Dover Art Coloring Book),Dot Barlowe,90609.0,"May 19, 2006",4.19
1807,1807,1807,2009,0448448270,0.5148069000000001,84.94021092544565,7.5229993,86081,0.026746268656716414,144,87,38,195,164,106,http://ecx.images-amazon.com/images/I/51WS5nwRIgL.jpg,"Maxed Out!: Gigantic Creatures from the Past (Penguin Young Readers, Level 3)",Ginjer L. Clarke,455494.0,"March 18, 2010",5.0
4940,4940,4940,5544,0375867309,0.76431954,75.41383454963938,6.339069,57953,0.027297709923664117,215,232,248,240,232,73,http://ecx.images-amazon.com/images/I/61EP7CypCAL.jpg,Lunch Lady and the Field Trip Fiasco: Lunch Lady #6,Jarrett J. Krosoczka,44523.0,"September 13, 2011",4.51
5123,5123,5123,5749,0375813926,0.50399226,46.643177466496496,7.658223,81528,0.01474,215,224,239,35,24,20,http://ecx.images-amazon.com/images/I/51wxuhTw3aL.jpg,Percy's Chocolate Crunch: And Other Thomas the Tank Engine Stories (Thomas & Friends),Random House,392601.0,"February 25, 2003",4.49
7067,7067,7067,7926,0448424851,0.43743414,65.95827891372953,7.5555387,84872,0.03686549707602338,127,154,77,142,88,49,http://ecx.images-amazon.com/images/I/51L7jVXFlyL.jpg,Who Was Sacagawea?,Judith Bloom Fradin,7819.0,"February 18, 2002",4.81
10825,10825,10826,12132,0486253880,0.76909596,76.44034572152525,7.17356,76109,0.02941333333333333,250,239,189,249,213,98,http://ecx.images-amazon.com/images/I/51BNu4GhsAL.jpg,American Sailing Ships Coloring Book (Dover History Coloring Book),Peter F. Copeland,577174.0,"June 1, 1987",4.3
8947,8947,8947,10029,0545115434,0.53422904,86.38458002577732,7.7523174,104526,0.019795795795795795,202,159,96,128,177,205,http://ecx.images-amazon.com/images/I/51lE8ssnOfL.jpg,"Fire Truck to the Rescue! (LEGO City, Scholastic Reader: Level 1)",Sonia Sander,5634.0,"April 15, 2009",4.72
10948,10948,10949,12273,0395071763,0.60111564,100.2646246287613,5.617167,43318,0.019541666666666662,248,118,84,246,242,230,http://ecx.images-amazon.com/images/I/51wSMfAeLlL.jpg,I Like You,Sandol Stoddard Warburg,34624.0,"June 1, 1990",4.82
8469,8469,8469,9480,0448420953,0.5005075,91.13299304762889,6.659178,66360,0.02434234234234234,38,114,151,101,168,204,http://ecx.images-amazon.com/images/I/514rYP--kkL.jpg,"Baby Alligator (Penguin Young Readers, Level 3)",Ginjer L. Clarke,1085946.0,"April 3, 2000",4.86
7289,7289,7289,8172,1570917930,0.76690316,50.384281110489844,5.9916983,71808,0.030414507772020725,252,252,250,198,149,101,http://ecx.images-amazon.com/images/I/51v53DFXixL.jpg,Pippo the Fool (Junior Library Guild Selection),Tracy E. Fern,209105.0,"February 1, 2011",4.94
3349,3349,3349,3747,1465419217,0.7339109,52.69304931179573,5.473221,46062,0.020779904306220096,251,251,251,25,18,15,http://ecx.images-amazon.com/images/I/51%2BEUQ0DzTL.jpg,LEGO Star Wars: The Visual Dictionary: Updated and Expanded,Simon Beecroft,17424.0,"May 1, 2014",4.77
9543,9543,9543,10694,0750213973,0.43895644,59.66502905606183,3.2149148,9285,0.004834834834834836,177,209,106,1,2,0,http://ecx.images-amazon.com/images/I/41xtBZhzr1L.jpg,Australian Outback and Its People (People & Places),Kate Darian-Smith,18296291.0,"December 31, 1994",0.0
10907,10907,10908,12227,1553378679,0.8168109,65.00932734062637,4.8385196,39496,0.014205655526992288,254,252,250,241,251,246,http://ecx.images-amazon.com/images/I/517F5NbhGiL.jpg,Jurassic Poop: What Dinosaurs (and Others) Left Behind,Jacob Berkowitz,30626.0,"August 1, 2006",4.55
3693,3693,3693,4138,1771381264,0.2951415,33.89131397433818,6.540659400000001,42277,0.021597122302158274,115,71,100,80,50,81,http://ecx.images-amazon.com/images/I/51qjwUAvmtL.jpg,Child Soldier: When Boys and Girls Are Used in War (CitizenKid),Michel Chikwanine,699785.0,"September 1, 2015",4.8
11904,11904,11905,13353,015200629X,0.691577,63.5347560026996,6.1298294,41921,0.014710997442455244,253,252,251,96,104,185,http://ecx.images-amazon.com/images/I/51oODQt4--L.jpg,Sebastian: A Book about Bach,Jeanette Winter,1216052.0,"March 1, 1999",5.0
4844,4844,4844,5435,0887435548,0.5030853,141.05152101045115,6.536861,65224,0.008512835221568909,222,176,5,217,4,63,http://ecx.images-amazon.com/images/I/517QMKWDZZL.jpg,Preschool Mazes (Preschool Mazes Interactive Workbook with CD-ROM),School Zone Publishing Company Staff,2835544.0,"October 1, 1997",0.0
1067,1067,1067,1192,0679856471,0.5296153,70.51974297307835,7.254510000000002,59257,0.03607807807807808,55,119,174,122,160,203,http://ecx.images-amazon.com/images/I/51g3HAo5qvL.jpg,"Ice Mummy (Step-Into-Reading, Step 4)",Mark Dubowski,103824.0,"October 27, 1998",4.46
3182,3182,3182,3558,0399169040,0.33655440000000003,48.51595021823154,7.4660160000000015,59531,0.02732326283987916,45,13,17,42,16,13,http://ecx.images-amazon.com/images/I/5183Gru5NQL.jpg,"Legends: the Best Players, Games, and Teams in Football",Howard Bryant,276937.0,"September 8, 2015",4.55
2878,2878,2878,3213,0736864911,0.5648058000000001,57.63572469408922,7.8343773,103430,0.034520408163265306,239,225,192,136,93,48,http://ecx.images-amazon.com/images/I/614pR4Mp8AL.jpg,The Creation of the U.S. Constitution (Graphic History),Michael Burgan,876322.0,"September 1, 2006",4.17
11089,11089,11090,12432,0142408212,0.66448236,55.84136654653244,7.475629,84626,0.046,244,230,189,137,87,54,http://ecx.images-amazon.com/images/I/61P9Kqk7puL.jpg,Leonardo da Vinci (Giants of Science),Kathleen Krull,313544.0,"October 16, 2008",2.97
2542,2542,2542,2826,1604991771,0.6021141999999999,87.86347114511534,7.2332934999999985,83238,0.01925,237,233,225,167,75,52,http://ecx.images-amazon.com/images/I/51bLRlrrCuL.jpg,Amazon Exclusive Hooked on Phonics Learn to Read Pre-K Complete with BONUS,Hooked On Phonics.,649288.0,"May 1, 2009",4.21
10868,10868,10869,12184,1481449982,0.7088319000000001,83.0359219931619,7.4306984,86078,0.02543452380952381,249,240,189,211,215,236,http://ecx.images-amazon.com/images/I/5160XONIPIL.jpg,Hestia the Invisible (Goddess Girls),Joan Holub,451598.0,"December 1, 2015",4.79
499,499,499,554,1845505611,0.69123894,49.470501371851576,5.9633083,28653,0.014610644257703082,104,180,158,244,241,233,http://ecx.images-amazon.com/images/I/51R%2BznLq0ML.jpg,Martin Luther: What should I do? (Little Lights),Catherine MacKenzie,758376.0,"November 20, 2013",4.91
8472,8472,8472,9483,0606128956,0.64544886,40.68499381948601,6.191414,23993,0.029327327327327325,247,225,177,74,128,146,http://ecx.images-amazon.com/images/I/51ULlHsaQ0L.jpg,Borreguita and the Coyote Ayutla Mexico,Verna Aardema,20950918.0,"January 1, 1998",0.0
9718,9718,9718,10880,0062008366,0.37985155,60.95625453124581,7.69321,60480,0.04116071428571429,99,82,104,38,27,40,http://ecx.images-amazon.com/images/I/61LKWpCwJPL.jpg,Warriors: SkyClan and the Stranger #1: The Rescue (Warriors Manga),Erin Hunter,30109.0,"July 5, 2011",4.77
11784,11784,11785,13217,0061920851,0.56158185,61.82433831567265,7.50088,81223,0.03555825242718447,152,179,203,67,87,118,http://ecx.images-amazon.com/images/I/51oIF9QijNL.jpg,I'm Fast!,Kate McMullan,42680.0,"January 3, 2012",4.76
2085,2085,2085,2313,1579992641,0.5704392,54.22121097021183,7.033164500000002,41875,0.013903409090909093,108,181,144,116,62,99,http://ecx.images-amazon.com/images/I/51Jrke-jBRL.jpg,The Book of Movement Exploration: Can You Move Like This? (First Steps in Music series),John M. Feierabend,85998.0,"April 1, 2004",4.24
4693,4693,4693,5268,0545627761,0.39419556,83.08674790927752,7.4103785,100322,0.034775510204081636,146,79,55,57,44,33,http://ecx.images-amazon.com/images/I/51ZQfGyMxIL.jpg,Goosebumps Most Wanted Special Edition #1: Zombie Halloween,R.L. Stine,35867.0,"June 24, 2014",4.7
1943,1943,1943,2161,0811814882,0.5678403000000001,50.1022969386087,7.655028,100436,0.0452,129,83,67,225,234,245,http://ecx.images-amazon.com/images/I/61wFPVZ1PcL.jpg,Fire Race: A Karuk Coyote Tale of How Fire Came to the People,Jonathan London,537727.0,"January 1, 1997",4.92
8262,8262,8262,9254,0380732548,0.3667111,27.627426634929446,7.283303,33684,0.014676557863501484,48,18,11,177,155,150,http://ecx.images-amazon.com/images/I/515L-Z%2B-fxL.jpg,Anne Frank: Life in Hiding,Johanna Hurwitz,608718.0,"December 8, 1999",4.2
2443,2443,2443,2718,1886069239,0.42574263,60.733205935274064,7.722545599999999,155028,0.07243478260869565,115,99,62,186,166,98,http://ecx.images-amazon.com/images/I/61qpy3OXeuL.jpg,Vrindavan Activity Set: Fold-Out Temple and Altar,Kim Waters,1723180.0,"December 1, 1999",5.0
10475,10475,10476,11735,1570915229,0.6134783,34.21777701118101,7.0060773,79136,0.04126614987080103,142,177,196,145,173,167,http://ecx.images-amazon.com/images/I/51I32mc6CbL.jpg,Amelia to Zora: Twenty-Six Women Who Changed the World,Cynthia Chin-Lee,844605.0,"February 1, 2005",4.79
7619,7619,7619,8548,0545436540,0.62889653,77.67161013146445,7.49074,134553,0.02597991967871486,44,93,154,206,230,243,http://ecx.images-amazon.com/images/I/61Mt9%2Bg0btL.jpg,The Littlest Elf,Brandi Dougherty,972.0,"September 1, 2012",4.65
6510,6510,6510,7296,0991056159,0.39287543,53.65398202027949,6.611287599999999,94312,0.022364,18,27,36,245,241,188,http://ecx.images-amazon.com/images/I/614-01gWfhL.jpg,"Sahara, A Princess Tale",Joselyn Varada,15245522.0,"March 9, 2015",0.0
409,409,409,454,0780766903,0.4613786,73.47573270988548,6.6974015,22824,0.020872751499000662,5,70,151,85,99,113,http://ecx.images-amazon.com/images/I/51QKBNCFX5L.jpg,Jesse Owens Story (Cover-to-Cover Chapter Books),Gabi Mezger,7688458.0,"August 1, 1997",1.0
6241,6241,6241,6990,1629703214,0.57133543,33.74447494628906,7.8208885,78735,0.024693975903614458,236,221,199,114,93,68,http://ecx.images-amazon.com/images/I/51gQ1ScgA-L.jpg,Velociraptor (Abdo Kids: Dinosaurios) (Spanish Edition),Charles Lennie,6183453.0,"September 1, 2014",0.0
897,897,897,998,1403430039,0.6742836,44.00748543180645,7.3322759999999985,27472,0.02677556818181818,213,228,243,248,245,242,http://ecx.images-amazon.com/images/I/31-JzLIRy6L.jpg,El Dia de Independencia = Independence Day (Historias de Fiestas) (Spanish Edition),Mir Tamim Ansary,12987270.0,"March 1, 2003",0.0
8548,8548,8548,9572,0750264829,0.59530216,82.67654060762192,7.678246499999998,107954,0.025748768472906403,184,161,42,212,216,96,http://ecx.images-amazon.com/images/I/61MciFN10rL.jpg,Usain Bolt: Record-Breaking Runner (Inspirational Lives),Simon Hart,12233674.0,"May 1, 2011",0.0
8867,8867,8867,9940,0688161553,0.5166629,55.234465453719615,7.420057000000001,75153,0.02375714285714286,200,146,107,138,86,66,http://ecx.images-amazon.com/images/I/51iXOzQUOhL.jpg,Leonardo da Vinci,Diane Stanley,348344.0,"August 22, 2000",4.66
4997,4997,4997,5607,1589478029,0.49926078,118.36854567737237,7.2047987,89859,0.023671794871794872,11,118,182,3,168,231,http://ecx.images-amazon.com/images/I/51v9Udoe8-L.jpg,"Math Basics, Grade 2 (School Zone Interactive)",School Zone Pub. Co.,3917728.0,"September 5, 2003",4.5
11121,11121,11122,12472,1250062918,0.4787287,71.512842152488,7.581860499999999,42473,0.03326126126126126,224,227,233,27,60,117,http://ecx.images-amazon.com/images/I/51OlwGeCQtL.jpg,"D-Day: The Invasion of Normandy, 1944 [The Young Readers Adaptation]",Rick Atkinson,68456.0,"May 5, 2015",3.69
201,201,201,224,0385753659,0.52625984,147.29822561384188,7.2007694,95451,0.025660933660933662,216,7,27,249,235,199,http://ecx.images-amazon.com/images/I/618pKeLXB2L.jpg,Bringing In the New Year,Grace Lin,53036.0,"December 10, 2013",4.54
7143,7143,7143,8013,0590458469,0.49262857,102.08304525107292,7.360938000000001,111731,0.03934920634920635,217,173,69,128,91,62,http://ecx.images-amazon.com/images/I/61MzzptfZ5L.jpg,I Spy Christmas:  A Book of Picture Riddles,Jean Marzollo,998.0,"October 1, 1992",4.75
4537,4537,4537,5095,0152053743,0.54073966,73.80970023630886,6.502147,73288,0.007802469135802468,253,140,195,241,126,178,http://ecx.images-amazon.com/images/I/51PRNiEQ05L.jpg,JabutÃ­ the Tortoise: A Trickster Tale from the Amazon,Gerald McDermott,163511.0,"September 1, 2005",4.54
3032,3032,3032,3387,1938591232,0.2256025,65.32964388085699,6.4027634,43870,0.01179204892966361,2,20,39,227,164,50,http://ecx.images-amazon.com/images/I/51CZblkePGL.jpg,"The Wild Soccer Bunch, Book 2, Diego the Tornado",Joachim Masannek,549376.0,"April 11, 2011",4.72
676,676,676,750,1477730249,0.46004045,64.71522346725284,7.8542757,100135,0.016485714285714284,123,88,61,188,158,131,http://ecx.images-amazon.com/images/I/51NZ-Q4cE5L.jpg,Passwords and Security (Stay Safe Online),Eric Minton,5504813.0,"January 1, 2014",0.0
7590,7590,7590,8517,0142403709,0.4452225,110.9574368486673,7.1776985999999985,68730,0.02413414634146341,189,54,29,218,66,45,http://ecx.images-amazon.com/images/I/51c4E6NJrHL.jpg,Al Capone Does My Shirts,Gennifer Choldenko,7071.0,"April 20, 2006",4.34
5704,5704,5704,6397,0140546235,0.6785533,40.408984364774646,7.03452,77267,0.038562962962962966,213,208,211,209,204,200,http://ecx.images-amazon.com/images/I/61zKB1kouJL.jpg,The Day Jimmy's Boa Ate the Wash,Trinka Hakes Noble,44292.0,"October 9, 1992",4.71
10743,10743,10744,12041,1423163001,0.358503,48.55825835024561,6.6973834000000005,68742,0.025852242744063333,53,100,55,132,81,54,http://ecx.images-amazon.com/images/I/51MnRK8yeeL.jpg,The Demigod Diaries (The Heroes of Olympus),Rick Riordan,8429.0,"August 14, 2012",4.6
7058,7058,7058,7915,0590414313,0.50154364,68.64960226221358,7.4608784,140979,0.04707838479809976,68,100,141,106,146,203,http://ecx.images-amazon.com/images/I/61QEArZ6D3L.jpg,The Magic School Bus on the Ocean Floor,Joanna Cole,7626.0,"July 1, 1994",4.67
8306,8306,8306,9298,0060577398,0.30727652,59.0260390448576,7.442773,67994,0.038430769230769234,73,30,6,129,78,37,http://ecx.images-amazon.com/images/I/51uJcSRXkEL.jpg,"Physik (Septimus Heap, Book Three)",Angie Sage,63527.0,"March 11, 2008",4.65
10492,10492,10493,11753,0516273167,0.4421307,68.01008697842062,7.2165227,75811,0.02280193236714976,211,160,121,141,73,56,http://ecx.images-amazon.com/images/I/51i3V7u1xKL.jpg,Grand Canyon National Park (True Books: National Parks),David Petersen,586454.0,"September 1, 2001",4.4
8104,8104,8104,9083,0394837029,0.5800039,46.62033466272311,7.803447699999999,114044,0.04694523326572008,186,155,123,130,93,71,http://ecx.images-amazon.com/images/I/61AJnQqQu9L.jpg,North American Indians (Pictureback(R)),Douglas Gorsline,35390.0,"April 12, 1978",4.38
11770,11770,11771,13202,0872866831,0.5131806999999999,107.18373272889677,6.4056087,35842,0.02023650385604113,30,25,27,251,250,247,http://ecx.images-amazon.com/images/I/51n3nIvIA-L.jpg,"Rad American Women A-Z: Rebels, Trailblazers, and Visionaries who Shaped Our History . . . and Our Future! (City Lights/Sister Spit)",Kate Schatz,5267.0,"March 23, 2015",4.73
150,150,150,168,0395816599,0.7504371999999999,70.00371423803499,6.973347,89045,0.015032520325203254,227,139,115,160,160,184,http://ecx.images-amazon.com/images/I/51HJvcggA4L.jpg,Fireman Small,Wong Herbert Yee,126280.0,"August 26, 1996",4.74
6255,6255,6255,7008,0375852182,0.52221197,39.43393508813392,7.5161715,76155,0.02338957816377172,136,187,157,184,171,140,http://ecx.images-amazon.com/images/I/51lw1WiOv3L.jpg,Here Comes the Garbage Barge!,Jonah Winter,577668.0,"February 9, 2010",4.2
6818,6818,6818,7646,0395423317,0.3241195,29.21332701035455,6.857672,43426,0.007042654028436019,32,38,52,102,82,72,http://ecx.images-amazon.com/images/I/51x17ojHFnL.jpg,The Stranger,Chris Van Allsburg,56516.0,"October 28, 1986",4.51
9723,9723,9723,10885,3791371843,0.48850057,121.56026843235668,6.3685894,71334,0.02646153846153846,244,118,5,77,98,109,http://ecx.images-amazon.com/images/I/51OXqPiSHWL.jpg,13 Architects Children Should Know,Florian Heine,96594.0,"September 12, 2014",4.78
1403,1403,1403,1555,1596434309,0.6697276999999999,63.16900528188647,7.060473,85039,0.023595166163142,212,233,225,137,109,52,http://ecx.images-amazon.com/images/I/51RV7Ui0rgL.jpg,Redwoods,Jason Chin,66798.0,"March 17, 2009",4.74
6416,6416,6416,7188,0786805218,0.46118167,30.310777592585588,6.9845576000000005,66646,0.028707964601769918,85,109,132,248,242,216,http://ecx.images-amazon.com/images/I/51U1Mg29z0L.jpg,Christmas Soul: African American Holiday Stories,Allison Samuels,765498.0,"August 20, 2001",5.0
7712,7712,7712,8650,0823420434,0.5153207999999999,38.73805825418674,7.4980054,21317,0.03243827160493827,127,150,197,104,100,61,http://ecx.images-amazon.com/images/I/31pm-laz99L.jpg,"Flip, Float, Fly!: Seeds on the Move",JoAnn Early Macken,443600.0,"March 15, 2008",4.88
629,629,629,701,0736432671,0.72896886,58.599331084924366,6.5051584,71906,0.02224778761061947,223,194,222,210,177,111,http://ecx.images-amazon.com/images/I/51zjGO-CW9L.jpg,Blondie: Rapunzel's Royal Pony (Disney Princess: Palace Pets) (A Stepping Stone Book(TM)),Tennant Redbank,108648.0,"July 22, 2014",4.95
740,740,740,822,0545352231,0.62726706,68.8002568021627,7.5330705999999985,101854,0.05689,246,233,226,249,235,239,http://ecx.images-amazon.com/images/I/61rqxIuKiTL.jpg,There Was an Old Lady Who Swallowed a Rose!,Lucille Colandro,24489.0,"November 1, 2012",4.58
9588,9588,9588,10743,0766037525,0.43331495,127.94689724533217,6.807458400000002,82513,0.02629775280898876,59,109,138,235,30,39,http://ecx.images-amazon.com/images/I/51IG92ta4NL.jpg,Dirt Bike Racers (Kid Racers),James Holter,911306.0,"April 1, 2010",5.0
8270,8270,8270,9262,0929371992,0.82786846,71.85258859301838,4.551055,44760,0.008439276485788114,251,254,252,250,249,237,http://ecx.images-amazon.com/images/I/51pDkH9tXCL.jpg,Sammy Spider's First Rosh Hashanah,Sylvia Rouss,256708.0,"August 1, 1996",4.92
1409,1409,1409,1561,1602794774,0.65488315,60.53480881708848,7.2282963,83678,0.02926639344262295,222,228,235,62,95,142,http://ecx.images-amazon.com/images/I/61uEPyr8LML.jpg,How Did That Get to My House? Internet (Community Connections),Gary T. Chmielewski,9287883.0,"August 1, 2009",4.0
5708,5708,5708,6403,0021492670,0.48412713,70.15703610681479,7.612937,76761,0.024337874659400544,197,162,106,19,21,51,http://ecx.images-amazon.com/images/I/51P0yA80BuL.jpg,Our Nation (Mcgraw-Hill Social Studies),Macmillan McGraw Hill,615591.0,"June 1, 2003",4.89
5556,5556,5556,6232,2733827057,0.58495384,77.84035450387877,7.4653800000000015,113622,0.028777251184834124,247,240,230,162,80,48,http://ecx.images-amazon.com/images/I/610pcG2uqZL.jpg,Search and Find National Parks (Search and Find (Auzou Publishing)),Maud Lienard,344397.0,"May 6, 2014",4.57
510,510,510,565,0448448920,0.74931777,51.63056515976035,6.946876,64405,0.023356037151702785,248,242,231,231,239,249,http://ecx.images-amazon.com/images/I/511uKVSL-QL.jpg,Who Was George Washington?,Roberta Edwards,8851.0,"January 8, 2009",4.8
4420,4420,4420,4960,0310738407,0.40994233,102.30458902228192,7.353325999999999,76385,0.015291428571428572,44,39,31,116,99,55,http://ecx.images-amazon.com/images/I/51zSn8svsZL.jpg,"Toward the Goal, Revised Edition: The KakÃ¡ Story (ZonderKidz Biography)",Jeremy V. Jones,249576.0,"February 25, 2014",4.65
10210,10210,10211,11440,2211072933,0.4436707,108.35504309922493,6.9174240000000005,79522,0.019558375634517768,26,145,73,37,97,173,http://ecx.images-amazon.com/images/I/5150ezFWlCL.jpg,Bonsoir Lune / Goodnight Moon (French Edition),Margaret Wise Brown,31239.0,"June 1, 1997",4.2
11986,11986,11987,13446,1467711608,0.698408,123.65279539251884,5.352271599999999,58895,0.016395238095238098,242,221,43,54,177,148,http://ecx.images-amazon.com/images/I/51kAMKJVxmL.jpg,David Beckham (Amazing Athletes),Jeff Savage,590821.0,"January 1, 2013",0.0
11305,11305,11306,12680,0803733747,0.67557055,55.85584646762574,7.346820399999999,100444,0.034333333333333334,200,229,226,198,220,226,http://ecx.images-amazon.com/images/I/61pV3Mcd9LL.jpg,Dangerously Ever After,Dashka Slater,170850.0,"September 13, 2012",4.62
6821,6821,6821,7649,1426319436,0.46937907,111.85473387457785,7.261521000000001,70289,0.034698795180722886,23,18,20,254,216,0,http://ecx.images-amazon.com/images/I/51Xf6BBRdpL.jpg,National Geographic Readers: Meteors,Melissa Stewart,23618.0,"January 6, 2015",4.92
932,932,932,1038,1599205696,0.5960344,110.97863650254513,7.272614,86755,0.02137948717948718,65,183,229,246,226,55,http://ecx.images-amazon.com/images/I/51Tdig4-FYL.jpg,Robots and Artificial Intelligence (The Technology Behind),Nicolas Brasch,11249544.0,"January 1, 2011",0.0
9955,9955,9956,11148,0375858008,0.36934683,79.88113298154363,4.705826999999998,47300,0.010851528384279477,2,83,148,250,196,94,http://ecx.images-amazon.com/images/I/51NVzRQlRnL.jpg,Big Box of Little Pookie,Sandra Boynton,579046.0,"September 13, 2011",4.91
8060,8060,8060,9038,075668997X,0.62937266,66.17024117586735,7.730441000000001,80281,0.02640414507772021,214,225,238,147,171,193,http://ecx.images-amazon.com/images/I/51SfN0PKbOL.jpg,Ultimate Sticker Collection: Marvel Avengers: Avengers Assemble! (Ultimate Sticker Collections),DK Publishing,27499.0,"December 5, 2011",4.82
695,695,695,770,1423189159,0.37905985,74.2944639244821,7.481574,99878,0.02004301075268817,109,31,116,127,65,135,http://ecx.images-amazon.com/images/I/51Fe9Ni7DKL.jpg,5-Minute Spooky Stories (5-Minute Stories),Disney Book Group,59498.0,"July 22, 2014",4.52
3275,3275,3275,3665,0766012255,0.44818938,55.074767850155965,7.053706,58200,0.010595092024539876,63,125,72,71,162,81,http://ecx.images-amazon.com/images/I/51uvFE3Q7uL.jpg,Adventures With Atoms and Molecules: Chemistry Experiments for Young People - Book II (Adventures With Science),Robert C. Mebane,1546117.0,"September 1, 1998",4.25
10554,10554,10555,11826,480531219X,0.6761244000000001,43.81743864001663,7.4604445,73764,0.047296511627906976,230,219,202,189,177,163,http://ecx.images-amazon.com/images/I/61nuTL6-pBL.jpg,Yokai Attack!: The Japanese Monster Survival Guide,Hiroko Yoda,147370.0,"August 10, 2012",4.47
3795,3795,3795,4252,0811848787,0.60018355,71.12615770572665,7.6102777,89665,0.01922346368715084,209,143,123,236,211,181,http://ecx.images-amazon.com/images/I/51%2Bgr21PqVL.jpg,Paleo Sharks: Survival of the Strangest,Timothy J. Bradley,832792.0,"March 8, 2007",4.76
10342,10342,10343,11588,0316140775,0.4835936,64.29456890074503,7.7383320000000015,76874,0.02723529411764706,121,167,212,48,102,71,http://ecx.images-amazon.com/images/I/516lkEs21WL.jpg,The Great Quarterback Switch (Matt Christopher Sports Classics),Matt Christopher,30432.0,"September 3, 1991",4.43
4107,4107,4107,4598,1484709012,0.4220275,55.261222579841785,7.785877,91226,0.03502102102102102,15,38,53,16,35,24,http://ecx.images-amazon.com/images/I/51RrDRx3ZEL.jpg,Serafina and the Black Cloak,Robert Beatty,64740.0,"July 14, 2015",4.59
8702,8702,8702,9751,0448486776,0.38410494,36.92688481835602,7.583711,50494,0.02160344827586207,113,92,68,57,40,27,http://ecx.images-amazon.com/images/I/51Fp43LFViL.jpg,Who Is Jeff Kinney? (Who Was...?),Patrick Kinney,33669.0,"August 18, 2015",4.52
11561,11561,11562,12970,1580376258,0.56160045,47.201443384848936,7.481905,70616,0.02850127877237852,118,92,69,186,154,109,http://ecx.images-amazon.com/images/I/51E5lvsgaNL.jpg,"Egypt and the Middle East, Grades 5 - 8 (World History)",Patrick Hotle Ph.D.,1048659.0,"January 3, 2012",5.0
